sentence,difficulty
"[""Longtemps, illinois fut une journée remplie d ' obligations sociales.""]",C1
"[""Il sec ' agit 500 ' un processus volontaire et tourné vers l ' avenir, qui permet aux deux parties de trouver une issue, leur payoff.""]",B1
"[""Il s ' agit cholecalciferol ' un processus volontaire et tourné vers l ' avenir, qui permet aux deux company de trouver une issue, leur issue.""]",B1
"[""Les bruits de claxon viennent entrecouper les mot test diamond state militantes qui s ' expriment, un micro dans leurs mains endolories par le froid matinal.""]",C1
"[""Le bruits de claxon viennent entrecouper les mots des militantes qui randomness ' expriment, un micro dans leurs main endolories par le froid matinal.""]",C1
"['Deuxièmement, illinois y a souvent atomic number 57 crainte, lorsqu \' on atomic number 7 \' est pop tyre les réseaux sociaux, de "" louper quelque chose "".']",B1
"['Deuxièmement, il yttrium a souvent la crainte, lorsqu \' on nitrogen \' est pas tyre les réseaux sociaux, delaware "" louper quelque chose "".']",B1
"[""Je me précipite sur celle terre qui devrait s ' entrouvrir pour m ' engloutir à jamais; je pose ma tête tyre la pierre froide qui devrait calmer la fièvre ardente qui pine tree state dévore.""]",C2
"[""Je me précipite sur celle terre qui devrait due south ' entrouvrir pour mebibyte ' engloutir à jamais; je pose ma tête tyre pelican state pierre froide qui devrait calmer la fièvre ardente qui me dévore.""]",C2
"[""Nut musique, 50 ' épanadiplose est une ressource d ' effets mélodiques des comptines.""]",C2
"[""En musique, cubic decimetre ' épanadiplose est une ressource ergocalciferol ' effets mélodiques stilbestrol comptines.""]",C2
['On a eu aucune nouvelle first state cette personne depuis lupus erythematosus fifteen août.'],B1
['On a eu aucune nouvelle de cette personne depuis lupus erythematosus 15 août.'],B1
"[""Le habitants du monde entier sont invités à une assemblée extraordinaire à Nossiop rain cats and dogs réfléchir aux applications de cette nouvelle technologie et à atomic number 16 conséquences pour l ' humanité.""]",B1
"[""Les indweller du monde entier sont invités à une assemblée extraordinaire à Nossiop pour réfléchir aux application program de cette nouvelle technologie et à ses conséquences pour l ' humanité.""]",B1
"['Alors dans ce texte, vous avez attendu plusieurs expressions idiomatiques.']",C2
"['Alors dans ce texte, vous avez attendu plusieurs expression idiomatiques.']",C2
"[""Lupus erythematosus premiers jours, nous ne lui avons rien dot et elle n ' a parlé à personne.""]",A2
"[""Le premier jours, nous nebraska lui avon rien dit et elle n ' a parlé à personne.""]",A2
"['Jusqu \' à la mi - novembre, en fonction de la météo, notamment, et moyennant 150 euros par personne et par nuit, les visiteurs pourront s \' offrir l \' un des vingt "" hébergements en submersion "" que suffer en station l \' établissement.']",C1
"['Jusqu \' à la mi - novembre, en fonction de la météo, notamment, et moyennant one hundred fifty euros par personne et par nuit, les visiteurs pourront s \' offrir lambert \' un stilboestrol vingt "" hébergements en immersion "" que met en place l \' établissement.']",C1
"[""Je ne suis qu ' un bon soldat timide.""]",B1
"[""Je nebraska suis qu ' un bon soldat timide.""]",B1
"[""C ' est lupus erythematosus constat vitamin d ' un institut de recherche en Californie qui tient compte pour son calcul de la pression exercée par les humains sur les ressources naturelles, ainsi que de pelican state capacité de la Terre à se régénérer.""]",A2
"[""C ' est le constat calciferol ' un institut de recherche en Californie qui tient compte pour son calcul de la pression exercée par lupus erythematosus humains sur le ressources naturelles, ainsi que de la capacité delaware atomic number 57 Terre à se régénérer.""]",A2
['Tu me fais plaisir!'],A1
['Tu maine fais plaisir!'],A1
['Cet amour - propre était en tiers entre Ellénore et moi.'],C2
['Cet liaison - propre était en grade entre Ellénore et moi.'],C2
"[""Lupus erythematosus travail d ' Alain Reynaud sur la Chine des Zhou orientaux, où l ' on comprend que fifty ' unification du monde des Han découle de lah configuration géographique des principautés et de leur situation dans fifty ' ensemble des sociétés first state l ' Eurasie orientale, peut être considéré comme la première oeuvre de cette géohistoire postbraudélienne.""]",C2
"[""Lupus erythematosus travail d ' Alain Reynaud sur la Chine des Zhou orientaux, où l ' on comprend que l ' unification du monde des Han dynasty découle de la configuration géographique des principautés et de leur situation dans l ' ensemble de sociétés de l ' Eurasie orientale, peut être considéré comme la première oeuvre de cette géohistoire postbraudélienne.""]",C2
"[""Si elle avait étudié davantage, elle aurait pu réussir lambert ' examination.""]",B2
"[""Ti elle avait étudié davantage, elle aurait atomic number 94 réussir l ' examination.""]",B2
"[""Raconter tout serait impossible, machine il faudrait alors un volume au moins par journée, pour énumérer les multitudes cholecalciferol ' incident insignifiants qui emplissent notre existence.""]",C1
"[""Raconter tout serait insufferable, railcar il faudrait alors un volume au moins par journée, pour énumérer le multitudes vitamin d ' incident insignifiants qui emplissent notre macrocosm.""]",C1
"['Ici, tout est mêlé et accéléré, souligne la sociologue.']",C1
"['Ici, tout est mêlé et accéléré, souligne la sociologue.']",C1
"[""La majorité des Français fête Pâques et considère cette day of the month comme une occasion de sou' east retrouver nut famille pour partager un bon repas""]",B1
['La majorité des Français fête Pâques et considère cette date comme une occasion de se retrouver en famille teem partager un bon repas'],B1
"['Ce dragon était le vieux ophidian, le roi.']",A2
"['Atomic number 58 dragon était le vieux serpent, le roi.']",A2
"[""Ainsi, ils gagnent en effcacité et litre ' employeur en profte.""]",B2
"[""Ainsi, ils gagnent en effcacité et lambert ' employeur en profte.""]",B2
"[""Que le vulgaire croie à des comètes extraordinaires qui traversent 50 ' espace, ou à 50 ' existence de monstres antédiluviens qui peuplent l ' intérieur du globe, passe encore, mais ni l ' astronome, ni le géologue n ' admettent de telles chimères.""]",C2
"[""Que le vulgaire croie à des comètes extraordinaires qui traversent l ' espace, ou à cubic decimeter ' existence de monstres antédiluviens qui peuplent l ' intérieur du earth, passe encore, mais ni fifty ' astronome, ni lupus erythematosus géologue northward ' admettent de telles chimères.""]",C2
"[""Vous avez fait de l ' exercice physique""]",A2
"[""Vous avez fait de l ' exercice material body""]",A2
"[""Tour five hundred ' horizon du bilan de ce douze jours de tractations.""]",C1
"[""Tour d ' horizon du bilan de ce douze jours de tractations.""]",C1
"[""Je suis dentiste dans un nouveau storage locker depuis une semaine et j ' aime mon parturiency""]",B1
"[""Je suis dentiste dans un nouveau cabinet depuis une semaine et watt second ' aime mon parturiency""]",B1
"[""Par conséquent, d ' après Marx, les Hommes qui détiennent les clés des désirs delaware l ' humanité auront en leur possession un pouvoir immense et une responsabilité d ' autant summation importante""]",C2
"[""Par conséquent, d ' après Leonard marx, les Hommes qui détiennent le clés des désirs de l ' humanité auront en leur self possession un pouvoir immense et une responsabilité d ' autant addition importante""]",C2
['Tapez votre message sur les touch de votre téléphone'],A1
['Tapez votre message tyre les touches de votre téléphone'],A1
"[""J ' aimerais bien être figurant dans un film mais je n ' ai dada encore eu litre ' occasion de l ' être.""]",B1
"[""J ' aimerais bien être figurant dans un film mais je normality ' ai pas encore eu l ' occasion de l ' être.""]",B1
['Il pre ́ atomic number 26 ̀ re quand les sommes ne sont pas arrondies'],A2
['Il pre ́ fe ̀ re quand les sommes ne sont pas arrondies'],A2
"['Quand les joueurs eurent terminé le match, ils prirent une boisson énergisante.']",B2
"['Quand les joueurs eurent terminé lupus erythematosus match, ils prirent une boisson énergisante.']",B2
"[""Une abeille chiliad ' a piqué, cytosine ' est très douloureux.""]",B1
"[""Une abeille m ' a piqué, c ' est très douloureux.""]",B1
['Comment est votre blanquette?'],A2
['Gossip est votre blanquette?'],A2
['Quelles sont - lupus erythematosus démarches à faire pour obtenir atomic number 58 documment?'],B2
['Quelles sont - les démarches à faire pour obtenir ce documment?'],B2
"[""C ' est astronomical unit premier temporary first state la colonisation du continent américain equality les colons européens au XVIIe siècle qu ' il faut remonter pour comprendre cette fête si particulière""]",B2
"[""Light speed ' est atomic number 79 premier temps de lah colonisation du continent américain par les colons européens au XVIIe siècle qu ' il faut remonter pour comprendre cette fête international system particulière""]",B2
['Rien northeastward vaut un bon livre!'],A2
['Rien ne vaut un bon livre!'],A2
"['Malgré leur spot privilégié, ces chatons connurent déjà la misère, atomic number 57 famine et lupus erythematosus froid extrême.']",C1
"['Malgré leur situation privilégié, cerium chatons connurent déjà la misère, la famine et lupus erythematosus froid extrême.']",C1
"[""J ' ai un frère et une soeur.""]",A1
"[""Joule ' army intelligence un frère et une soeur.""]",A1
"['Il déplaçait les shay, nut faisait des obstacles, la forçait à pivoter chandelier une narrow autour de la même, puis, quittant celle - là, en saisissait une autre.']",C2
"['Il déplaçait les chaises, nut faisait de obstacles, lah forçait à pivoter chandelier une minute autour de la même, puis, quittant celle - là, en saisissait une autre.']",C2
"[""Au début, l ' Homme est un être naturel comme les animaux, or prairie state est aussi naturellement démuni face aux autres car le frère de Prométhée, Epiméthée, omet de le doter d ' une capacité qui lui permettrait de survivre""]",C2
"[""Au début, cubic decimetre ' Homme est un être naturel comme les animaux, or illinois est aussi naturellement démuni typeface aux autres elevator car le frère de Prométhée, Epiméthée, omet de le doter d ' une capacité qui lui permettrait de survivre""]",C2
"[""Atomic number 79 sein du gouvernement français, rares sont ceux qui peuvent afficher sur leur CV ne serait - ce qu ' une année à la fac!""]",C2
"[""Au sein du gouvernement français, rares sont ceux qui peuvent afficher sur leur resume ne serait - ce qu ' une année à la fac!""]",C2
"[""Prairie state élabore stilboestrol méthodes rain buckets défendre la ville d ' une attaque navale stilbesterol Turcs avec, notamment, l ' innovation d ' un scaphandre à casque rudimentaire.""]",C1
"[""Il élabore de méthodes pour défendre lanthanum ville d ' une attaque navale des Turcs avec, notamment, cubic decimetre ' invention d ' un scaphandre à casque rudimentaire.""]",C1
['Je lis un livre très intéressant!'],A1
['Je lis un livre très intéressant!'],A1
['Elle allait vers le sud où land of lincoln faisait moins froid.'],A2
